Gene ID,source_id,Organism,Genomic Location (Gene),Product Description,Input Ortholog(s),Paralog count,Ortholog count,Ortholog Group
PCOAH_00045190,PCOAH_00045190-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,830,264..3,832,762(-)",Uncharacterized protein,PCYB_125550,0,55,OG6_138217
PCOAH_00045200,PCOAH_00045200-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,834,361..3,837,177(-)",Uncharacterized protein,PCYB_125560,0,52,OG6_532622
PCOAH_00045210,PCOAH_00045210-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,838,797..3,839,819(+)",Uncharacterized protein,PCYB_125570,0,55,OG6_142794
PCOAH_00045220,PCOAH_00045220-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,840,484..3,841,050(-)",Uncharacterized protein,PCYB_125580,0,55,OG6_103296
PCOAH_00045230,PCOAH_00045230-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,842,399..3,844,834(+)",Uncharacterized protein,PCYB_125590,0,22,OG6_533096
PCOAH_00045240,PCOAH_00045240-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,844,951..3,847,224(-)",Uncharacterized protein,PCYB_125600,0,65,OG6_102331
PCOAH_00045250,PCOAH_00045250-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,848,393..3,850,963(-)",DEAD-box RNA helicase,PCYB_125610,0,55,OG6_101341
PCOAH_00045260,PCOAH_00045260-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,852,683..3,853,769(-)",Golgi apparatus membrane protein TVP23-like protein,PCYB_125620,0,56,OG6_101456
PCOAH_00045270,PCOAH_00045270-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,855,294..3,857,510(+)",Uncharacterized protein,PCYB_125630,0,53,OG6_102756
PCOAH_00045280,PCOAH_00045280-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,859,061..3,860,131(+)",Uncharacterized protein,PCYB_125640,0,55,OG6_106506
PCOAH_00045290,PCOAH_00045290-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,860,546..3,864,313(-)",Uncharacterized protein,PCYB_125650,0,54,OG6_532422
PCOAH_00045310,PCOAH_00045310-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,871,229..3,872,197(+)",Uncharacterized protein,PCYB_125670,0,54,OG6_109057
PCOAH_00045320,PCOAH_00045320-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,873,426..3,878,132(+)",Uncharacterized protein,PCYB_125680,0,55,OG6_533517
PCOAH_00045330,PCOAH_00045330-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,878,334..3,879,288(-)",Uncharacterized protein,PCYB_125690,0,55,OG6_533377
PCOAH_00045340,PCOAH_00045340-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,880,664..3,882,391(-)",Trophozoite cysteine proteinase,"PCYB_092150,PCYB_092160,PCYB_092170,PCYB_125710",1,192,OG6_100116
PCOAH_00045350,PCOAH_00045350-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,884,776..3,892,587(-)",Uncharacterized protein,PCYB_125720,0,29,OG6_533712
PCOAH_00045370,PCOAH_00045370-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,896,601..3,898,028(+)",Uncharacterized protein,PCYB_125730,0,13,OG6r11_103344
PCOAH_00045380,PCOAH_00045380-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,898,607..3,902,992(-)",Uncharacterized protein,PCYB_125740,0,47,OG6_532770
PCOAH_00045390,PCOAH_00045390-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,904,986..3,906,815(-)",Uncharacterized protein,PCYB_125750,0,54,OG6_532529
PCOAH_00045400,PCOAH_00045400-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,908,474..3,909,817(+)",Uncharacterized protein,PCYB_125760,0,55,OG6_100670
PCOAH_00045420,PCOAH_00045420-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,921,828..3,923,675(+)",Uncharacterized protein,PCYB_125780,0,55,OG6_103300
PCOAH_00045430,PCOAH_00045430-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,926,040..3,927,095(+)",Thioredoxin,PCYB_125790,0,56,OG6_100096
PCOAH_00045440,PCOAH_00045440-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,927,446..3,929,923(-)",Uncharacterized protein,PCYB_125800,0,11,OG6r11_104760
PCOAH_00045450,PCOAH_00045450-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,931,788..3,934,540(+)",Signal peptide peptidase,PCYB_125810,0,55,OG6_102328
PCOAH_00045460,PCOAH_00045460-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,935,358..3,937,014(-)",Uncharacterized protein,PCYB_125820,0,54,OG6_102805
PCOAH_00045470,PCOAH_00045470-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,939,201..3,941,565(+)",V-type H(+)-translocating pyrophosphatase,"PCYB_125830,PCYB_146090",1,110,OG6_102049
PCOAH_00045480,PCOAH_00045480-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,945,905..3,948,037(+)",Uncharacterized protein,PCYB_125840,0,55,OG6_146162
PCOAH_00045490,PCOAH_00045490-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,949,529..3,950,374(+)",Uncharacterized protein,PCYB_125850,0,55,OG6_137163
PCOAH_00045500,PCOAH_00045500-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,950,792..3,957,892(-)",Uncharacterized protein,PCYB_125860,0,50,OG6_533538
PCOAH_00045520,PCOAH_00045520-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,964,071..3,965,336(+)",Uncharacterized protein,PCYB_125880,0,56,OG6_532564
PCOAH_00045530,PCOAH_00045530-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,965,567..3,968,185(-)",Uncharacterized protein,PCYB_125890,0,55,OG6_139489
PCOAH_00045540,PCOAH_00045540-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,969,388..3,970,512(+)",Serine hydroxymethyltransferase putative,PCYB_125900,0,56,OG6_533449
PCOAH_00045550,PCOAH_00045550-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,971,558..3,973,824(-)",AP2 family,"PCYB_081700,PCYB_102500,PCYB_114330,PCYB_132950",8,207,OG6_104256
PCOAH_00045560,PCOAH_00045560-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,976,772..3,979,222(+)",3-oxo-5-alpha-steroid 4-dehydrogenase family protein,PCYB_125920,0,47,OG6_103960
PCOAH_00045570,PCOAH_00045570-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,979,848..3,984,806(-)",LCCL domain-containing protein CCP2,PCYB_125930,0,57,OG6_127425
PCOAH_00045580,PCOAH_00045580-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,987,341..3,991,050(+)",Uncharacterized protein,PCYB_125940,0,10,OG6r11_105654
PCOAH_00045590,PCOAH_00045590-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,993,402..3,999,035(+)",Ferlin,PCYB_125950,0,54,OG6_124620
PCOAH_00045600,PCOAH_00045600-t30_1,Plasmodium coatneyi Hackeri,"CP016250:3,999,967..4,003,388(-)",Adapter-related protein complex 1 gamma 2 subunit,PCYB_125960,0,55,OG6_101228
PCOAH_00045620,PCOAH_00045620-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,028,411..4,030,673(+)",SICA antigen,"PCYB_001660,PCYB_001700,PCYB_002110,PCYB_002240",13,515,OG6_134606
PCOAH_00045630,PCOAH_00045630-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,031,859..4,032,857(+)",Hemolysin,PCYB_125980,0,56,OG6_100486
PCOAH_00045640,PCOAH_00045640-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,034,154..4,035,977(-)",Uncharacterized protein,PCYB_125990,0,54,OG6_532830
PCOAH_00045650,PCOAH_00045650-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,039,029..4,040,564(-)",Methyltransferase,"PCYB_031700,PCYB_126000",1,109,OG6_100611
PCOAH_00045660,PCOAH_00045660-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,043,655..4,044,990(+)",Dual-specificity phosphatase,PCYB_126010,0,56,OG6_107960
PCOAH_00045670,PCOAH_00045670-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,046,472..4,047,992(+)",Uncharacterized protein,PCYB_126020,0,14,OG6_100662
PCOAH_00045680,PCOAH_00045680-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,049,686..4,052,662(+)",Uncharacterized protein,PCYB_126030,0,55,OG6_151627
PCOAH_00045690,PCOAH_00045690-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,054,331..4,054,576(+)",Pv-fam-g protein,PCYB_126040,0,56,OG6_109961
PCOAH_00045700,PCOAH_00045700-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,055,895..4,056,434(-)",Pv-fam-g protein,PCYB_126050,0,55,OG6_532901
PCOAH_00045710,PCOAH_00045710-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,057,426..4,058,847(-)",6-phosphogluconate dehydrogenase,PCYB_126060,0,55,OG6_100975
PCOAH_00045720,PCOAH_00045720-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,060,256..4,060,960(+)",Ribosomal protein S11,PCYB_126070,0,55,OG6_134443
PCOAH_00045730,PCOAH_00045730-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,061,924..4,062,433(-)",Iron-sulfur cluster assembly protein,PCYB_126080,0,55,OG6_100973
PCOAH_00045740,PCOAH_00045740-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,064,320..4,066,680(-)",Peptidase,PCYB_126090,0,55,OG6_100896
PCOAH_00045760,PCOAH_00045760-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,073,832..4,078,016(+)",Uncharacterized protein,PCYB_126110,0,54,OG6_532354
PCOAH_00045770,PCOAH_00045770-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,078,490..4,079,107(-)",tRNA intron endonuclease,PCYB_126120,0,54,OG6_102602
PCOAH_00045780,PCOAH_00045780-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,079,774..4,081,597(-)",RNA binding protein,PCYB_126130,0,55,OG6_103640
PCOAH_00045790,PCOAH_00045790-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,083,115..4,085,625(-)",Uncharacterized protein,PCYB_126140,0,19,OG6r11_101545
PCOAH_00045800,PCOAH_00045800-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,087,133..4,089,877(+)",Glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase,PCYB_126150,0,55,OG6_100726
PCOAH_00045820,PCOAH_00045820-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,095,682..4,100,825(+)",Uncharacterized protein,PCYB_126170,0,56,OG6_532611
PCOAH_00045830,PCOAH_00045830-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,101,866..4,105,654(+)",NAD(P)(+) transhydrogenase (AB-specific),PCYB_126180,0,55,OG6_101345
PCOAH_00045840,PCOAH_00045840-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,106,301..4,111,748(-)",Uncharacterized protein,PCYB_126190,0,48,OG6_533685
PCOAH_00045860,PCOAH_00045860-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,113,436..4,120,948(-)",Uncharacterized protein,PCYB_126200,0,57,OG6_532908
PCOAH_00045870,PCOAH_00045870-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,121,666..4,123,678(+)",Uncharacterized protein,PCYB_126210,0,52,OG6_533007
PCOAH_00045880,PCOAH_00045880-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,124,773..4,127,337(+)",Uncharacterized protein,PCYB_126220,0,51,OG6_533238
PCOAH_00045890,PCOAH_00045890-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,127,839..4,128,528(+)",Uncharacterized protein,PCYB_126225,0,52,OG6_146153
PCOAH_00045900,PCOAH_00045900-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,128,662..4,130,213(-)",Uncharacterized protein,PCYB_126230,0,55,OG6_116079
PCOAH_00045910,PCOAH_00045910-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,130,818..4,132,684(-)",LUC7-like protein,PCYB_126240,0,56,OG6_103742
PCOAH_00045920,PCOAH_00045920-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,134,064..4,143,870(-)",Uncharacterized protein,PCYB_126250,0,33,OG6_532850
PCOAH_00045930,PCOAH_00045930-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,145,753..4,147,486(+)",Uncharacterized protein,PCYB_126260,0,55,OG6_101619
PCOAH_00045950,PCOAH_00045950-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,153,400..4,154,467(+)",Derlin,PCYB_126280,0,54,OG6_160757
PCOAH_00045960,PCOAH_00045960-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,154,711..4,156,288(-)",Aminomethyl transferase domain containing protein,PCYB_126290,0,55,OG6_102468
PCOAH_00045970,PCOAH_00045970-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,156,994..4,158,052(-)",Uncharacterized protein,PCYB_126300,0,54,OG6_107201
PCOAH_00045980,PCOAH_00045980-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,159,203..4,165,634(-)",Uncharacterized protein,PCYB_126310,0,54,OG6_139482
PCOAH_00045990,PCOAH_00045990-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,168,906..4,171,869(+)",Uncharacterized protein,PCYB_126320,0,55,OG6_102221
PCOAH_00046000,PCOAH_00046000-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,173,425..4,176,582(-)",Sortilin,PCYB_126330,0,55,OG6_101285
PCOAH_00046010,PCOAH_00046010-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,180,059..4,181,478(+)",Calcineurin B subunit isoform 1,PCYB_126340,0,55,OG6_101614
PCOAH_00046020,PCOAH_00046020-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,182,245..4,185,249(+)",Uncharacterized protein,"PCYB_021520,PCYB_126350",1,110,OG6_119366
PCOAH_00046030,PCOAH_00046030-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,186,469..4,186,936(+)",Uncharacterized protein,PCYB_126360,0,53,OG6_103244
PCOAH_00046040,PCOAH_00046040-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,187,531..4,191,142(-)",Uncharacterized protein,PCYB_126370,0,54,OG6_104149
PCOAH_00046050,PCOAH_00046050-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,191,894..4,194,191(-)",Uncharacterized protein,"PCYB_091410,PCYB_103820",2,116,OG6_104633
PCOAH_00046070,PCOAH_00046070-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,204,922..4,207,431(-)",Uncharacterized protein,PCYB_126380,0,58,OG6_120803
PCOAH_00046090,PCOAH_00046090-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,217,411..4,219,909(-)",Elongation factor 2,"PCYB_081320,PCYB_126400",1,118,OG6_100212
PCOAH_00046100,PCOAH_00046100-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,223,482..4,225,653(+)",Uncharacterized protein,PCYB_126410,0,49,OG6_533641
PCOAH_00046110,PCOAH_00046110-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,225,987..4,227,503(-)",Acetyl-CoA acetyltransferase,PCYB_126420,0,55,OG6_100472
PCOAH_00046120,PCOAH_00046120-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,228,351..4,229,676(+)",Uncharacterized protein,PCYB_126430,0,55,OG6_215381
PCOAH_00046130,PCOAH_00046130-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,233,863..4,235,512(+)",Uncharacterized protein,"PCYB_126450,PCYB_147100",1,111,OG6_104941
PCOAH_00046140,PCOAH_00046140-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,237,006..4,242,339(+)",Uncharacterized protein,"PCYB_031240,PCYB_071130",1,16,OG6_322856
PCOAH_00046150,PCOAH_00046150-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,245,068..4,250,458(+)",Uncharacterized protein,PCYB_126470,0,56,OG6_101580
PCOAH_00046160,PCOAH_00046160-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,251,415..4,254,459(-)",Uncharacterized protein,PCYB_126480,0,55,OG6_100390
PCOAH_00046170,PCOAH_00046170-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,256,539..4,258,041(+)",Signal recognition particle,PCYB_126500,0,55,OG6_100507
PCOAH_00046180,PCOAH_00046180-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,259,841..4,262,424(-)",Protein kinase,PCYB_126510,0,54,OG6_137920
PCOAH_00046190,PCOAH_00046190-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,265,686..4,266,750(+)",Uncharacterized protein,PCYB_126520,0,54,OG6_156396
PCOAH_00046200,PCOAH_00046200-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,267,441..4,267,980(-)",Uncharacterized protein,PCYB_126530,0,56,OG6_118076
PCOAH_00046210,PCOAH_00046210-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,269,182..4,272,454(+)",3'-5' exonuclease domain containing protein,PCYB_126540,0,47,OG6_201036
PCOAH_00046220,PCOAH_00046220-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,273,767..4,275,218(+)",Uncharacterized protein,PCYB_126550,0,53,OG6_158751
PCOAH_00046230,PCOAH_00046230-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,276,827..4,279,259(-)",AP2 family,PCYB_112270,1,57,OG6_100382
PCOAH_00046240,PCOAH_00046240-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,288,522..4,291,886(+)",Uncharacterized protein,PCYB_126570,0,55,OG6_103117
PCOAH_00046250,PCOAH_00046250-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,292,516..4,295,439(-)",Transcription factor IIIb subunit,PCYB_126580,0,57,OG6_101494
PCOAH_00046280,PCOAH_00046280-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,307,678..4,309,074(+)",Uncharacterized protein,PCYB_126600,0,55,OG6_532490
PCOAH_00046290,PCOAH_00046290-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,310,560..4,311,111(+)",Uncharacterized protein,PCYB_126610,0,51,OG6_146155
PCOAH_00046300,PCOAH_00046300-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,312,272..4,313,295(+)",Uncharacterized protein,PCYB_126620,0,55,OG6_100645
PCOAH_00046310,PCOAH_00046310-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,313,918..4,314,850(-)",Uncharacterized protein,PCYB_126630,0,55,OG6_156428
PCOAH_00046320,PCOAH_00046320-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,316,068..4,316,727(+)",Uncharacterized protein,PCYB_126640,0,55,OG6_106463
PCOAH_00046340,PCOAH_00046340-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,328,746..4,331,303(+)",SEL-1 protein,PCYB_126660,0,57,OG6_101047
PCOAH_00046350,PCOAH_00046350-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,334,567..4,338,994(+)",Uncharacterized protein,PCYB_126670,0,27,OG6r11_100625
PCOAH_00046360,PCOAH_00046360-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,340,119..4,345,768(+)",Uncharacterized protein,"PCYB_126680,PCYB_126690",0,60,OG6_533627
PCOAH_00046370,PCOAH_00046370-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,346,115..4,346,732(-)",Uncharacterized protein,PCYB_126700,0,19,OG6r11_101548
PCOAH_00046380,PCOAH_00046380-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,347,755..4,351,610(+)",Uncharacterized protein,PCYB_126710,0,54,OG6_102330
PCOAH_00046390,PCOAH_00046390-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,353,593..4,357,750(+)",Multidrug resistance protein 2,PCYB_126720,0,56,OG6_100761
PCOAH_00046400,PCOAH_00046400-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,359,918..4,361,765(+)",Uncharacterized protein,PCYB_121280,3,54,OG6_532472
PCOAH_00046410,PCOAH_00046410-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,366,054..4,366,401(-)",Early transcribed membrane protein,"PCYB_032930,PCYB_042760,PCYB_053720",2,270,OG6_141182
PCOAH_00046420,PCOAH_00046420-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,374,343..4,375,368(+)",Uncharacterized protein,PCYB_126740,0,55,OG6_108921
PCOAH_00046430,PCOAH_00046430-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,376,336..4,377,491(+)",Uncharacterized protein,PCYB_126750,0,53,OG6_179358
PCOAH_00046440,PCOAH_00046440-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,377,653..4,378,304(-)",Uncharacterized protein,PCYB_126760,0,56,OG6_533757
PCOAH_00046450,PCOAH_00046450-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,380,193..4,381,719(+)",Uncharacterized protein,PCYB_126770,0,54,OG6_533648
PCOAH_00046460,PCOAH_00046460-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,382,114..4,382,738(-)",Mitochondrial ribosomal protein S14,PCYB_126780,0,55,OG6_137732
PCOAH_00046470,PCOAH_00046470-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,383,812..4,386,086(-)",Uncharacterized protein,PCYB_126790,0,55,OG6_139516
PCOAH_00046480,PCOAH_00046480-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,386,454..4,387,401(+)",Uncharacterized protein,PCYB_126800,0,55,OG6_532316
PCOAH_00046490,PCOAH_00046490-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,387,993..4,389,864(-)",40S ribosomal protein,PCYB_126810,0,55,OG6_100429
PCOAH_00046500,PCOAH_00046500-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,393,097..4,394,348(+)",Uncharacterized protein,PCYB_126820,0,55,OG6_106807
PCOAH_00046510,PCOAH_00046510-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,395,038..4,396,411(-)",Fasciclin domain containing protein,PCYB_126830,0,54,OG6_139254
PCOAH_00046520,PCOAH_00046520-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,397,447..4,399,889(+)",Uncharacterized protein,PCYB_126840,0,56,OG6_533196
PCOAH_00046530,PCOAH_00046530-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,401,406..4,402,767(+)",Uncharacterized protein,"PCYB_021700,PCYB_126850",1,109,OG6_101416
PCOAH_00046550,PCOAH_00046550-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,415,698..4,416,918(+)",Pyruvate dehydrogenase E1 beta subunit,PCYB_126870,0,55,OG6_101309
PCOAH_00046560,PCOAH_00046560-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,418,088..4,421,525(-)",Uncharacterized protein,PCYB_126880,0,50,OG6_115770
PCOAH_00046570,PCOAH_00046570-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,424,177..4,426,006(+)",Leucine aminopeptidase,PCYB_126890,0,64,OG6_100682
PCOAH_00046580,PCOAH_00046580-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,427,284..4,429,681(+)",Uncharacterized protein,PCYB_126900,0,56,OG6_533237
PCOAH_00046590,PCOAH_00046590-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,432,352..4,435,605(-)",Helicase,"PCYB_126910,PCYB_145280",1,82,OG6_100364
PCOAH_00046600,PCOAH_00046600-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,439,783..4,443,566(+)",putative membrane protein,PCYB_126920,0,53,OG6_532431
PCOAH_00046610,PCOAH_00046610-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,445,280..4,446,854(+)",Uncharacterized protein,PCYB_126930,0,55,OG6_532715
PCOAH_00046620,PCOAH_00046620-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,448,193..4,450,948(-)",Uncharacterized protein,PCYB_126940,0,55,OG6_142426
PCOAH_00046630,PCOAH_00046630-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,455,001..4,455,453(-)",Uncharacterized protein,PCYB_126960,0,54,OG6_103626
PCOAH_00046650,PCOAH_00046650-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,461,589..4,463,528(-)",Uncharacterized protein,PCYB_126980,0,56,OG6_122553
PCOAH_00046660,PCOAH_00046660-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,464,762..4,467,556(-)",RNA helicase,PCYB_126990,0,57,OG6_102605
PCOAH_00046670,PCOAH_00046670-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,468,643..4,471,837(+)",Histidine--tRNA ligase,"PCYB_074130,PCYB_127000",1,110,OG6_100351
PCOAH_00046680,PCOAH_00046680-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,472,703..4,473,899(+)",Uncharacterized protein,PCYB_127010,0,56,OG6_124625
PCOAH_00046700,PCOAH_00046700-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,478,223..4,479,694(+)",Fructose-bisphosphate aldolase,PCYB_127030,0,55,OG6_100527
PCOAH_00046710,PCOAH_00046710-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,480,903..4,481,923(-)",Uncharacterized protein,PCYB_127040,0,53,OG6_532314
PCOAH_00046720,PCOAH_00046720-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,482,689..4,483,186(-)",Uncharacterized protein,PCYB_127050,0,42,OG6_533140
PCOAH_00046730,PCOAH_00046730-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,485,448..4,490,087(+)",Serine/threonine protein kinase,PCYB_127060,0,76,OG6_103908
PCOAH_00046740,PCOAH_00046740-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,491,451..4,493,226(-)",Uncharacterized protein,PCYB_127070,0,54,OG6_533512
PCOAH_00046750,PCOAH_00046750-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,494,377..4,495,680(-)",Acyltransferase,PCYB_127080,0,56,OG6_100535
PCOAH_00046760,PCOAH_00046760-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,497,287..4,498,601(-)",Uncharacterized protein,PCYB_127090,0,54,OG6_110836
PCOAH_00046770,PCOAH_00046770-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,499,165..4,521,464(+)",Uncharacterized protein,PCYB_127100,0,62,OG6_102723
PCOAH_00046780,PCOAH_00046780-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,521,493..4,522,690(-)",Uncharacterized protein,PCYB_127110,0,53,OG6_533250
PCOAH_00046790,PCOAH_00046790-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,523,471..4,526,311(-)",Heat shock protein,PCYB_127120,0,55,OG6_111471
PCOAH_00046800,PCOAH_00046800-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,527,498..4,528,715(+)",Uncharacterized protein,PCYB_127130,0,55,OG6_102529
PCOAH_00046810,PCOAH_00046810-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,530,715..4,531,945(+)",Dephospho-CoA kinase,PCYB_127140,0,54,OG6_101308
PCOAH_00046820,PCOAH_00046820-t30_1,Plasmodium coatneyi Hackeri,"CP016250:4,532,941..4,538,379(+)",Uncharacterized protein,"PCYB_084570,PCYB_127150",1,101,OG6_103557
