"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Input Ortholog(s)","Paralog count","Ortholog count","Ortholog Group"
"PCYB_144550","PCYB_144550-t26_1","Plasmodium cynomolgi strain B","DF157106:1,577,253..1,583,686(-)","P-type ATPase2","PCOAH_00055000","0","58","OG6_100089"
"PCYB_144560","PCYB_144560-t26_1","Plasmodium cynomolgi strain B","DF157106:1,585,429..1,586,004(-)","phosphatidylethanolamine-binding protein","PCOAH_00054990","0","58","OG6_132528"
"PCYB_144570","PCYB_144570-t26_1","Plasmodium cynomolgi strain B","DF157106:1,590,046..1,590,708(+)","D-ribulose-5-phosphate 3-epimerase","PCOAH_00054980","0","56","OG6_100819"
"PCYB_144580","PCYB_144580-t26_1","Plasmodium cynomolgi strain B","DF157106:1,592,171..1,593,751(-)","hypothetical protein","PCOAH_00054970","0","55","OG6_532598"
"PCYB_144590","PCYB_144590-t26_1","Plasmodium cynomolgi strain B","DF157106:1,596,515..1,598,518(+)","pre-mRNA splicing factor PRP17","PCOAH_00054960","0","56","OG6_102256"
"PCYB_144600","PCYB_144600-t26_1","Plasmodium cynomolgi strain B","DF157106:1,601,515..1,605,719(-)","hypothetical protein","PCOAH_00054950","0","25","OG6r11_100667"
"PCYB_144610","PCYB_144610-t26_1","Plasmodium cynomolgi strain B","DF157106:1,606,833..1,615,790(+)","hypothetical protein","PCOAH_00054940","0","59","OG6_139437"
"PCYB_144620","PCYB_144620-t26_1","Plasmodium cynomolgi strain B","DF157106:1,616,375..1,617,922(+)","hypothetical protein","PCOAH_00054930","0","56","OG6_103311"
"PCYB_144630","PCYB_144630-t26_1","Plasmodium cynomolgi strain B","DF157106:1,618,268..1,619,272(-)","hypothetical protein","PCOAH_00054920","0","56","OG6_101679"
"PCYB_144640","PCYB_144640-t26_1","Plasmodium cynomolgi strain B","DF157106:1,620,312..1,622,179(+)","hypothetical protein","PCOAH_00054910","0","57","OG6_147971"
"PCYB_144650","PCYB_144650-t26_1","Plasmodium cynomolgi strain B","DF157106:1,623,901..1,624,745(-)","hypothetical protein","PCOAH_00054900","1","52","OG6_533191"
"PCYB_144660","PCYB_144660-t26_1","Plasmodium cynomolgi strain B","DF157106:1,627,104..1,628,525(-)","hypothetical protein","PCOAH_00054900","1","52","OG6_533191"
"PCYB_144670","PCYB_144670-t26_1","Plasmodium cynomolgi strain B","DF157106:1,631,673..1,632,170(-)","chromodomain protein","PCOAH_00054890","0","54","OG6_124216"
"PCYB_144680","PCYB_144680-t26_1","Plasmodium cynomolgi strain B","DF157106:1,640,513..1,646,460(-)","hypothetical protein","PCOAH_00054880","0","55","OG6_111639"
"PCYB_144690","PCYB_144690-t26_1","Plasmodium cynomolgi strain B","DF157106:1,652,267..1,653,145(+)","hypothetical protein","PCOAH_00054870","0","53","OG6_533319"
"PCYB_144700","PCYB_144700-t26_1","Plasmodium cynomolgi strain B","DF157106:1,653,640..1,654,908(+)","hypothetical protein","PCOAH_00054860","0","54","OG6_533227"
"PCYB_144710","PCYB_144710-t26_1","Plasmodium cynomolgi strain B","DF157106:1,655,106..1,659,333(-)","hypothetical protein","PCOAH_00054850","0","56","OG6_156446"
"PCYB_144720","PCYB_144720-t26_1","Plasmodium cynomolgi strain B","DF157106:1,662,931..1,663,944(+)","hypothetical protein","PCOAH_00054840","0","55","OG6_162858"
"PCYB_144730","PCYB_144730-t26_1","Plasmodium cynomolgi strain B","DF157106:1,666,305..1,667,873(+)","hypothetical protein","PCOAH_00054830","0","55","OG6_160744"
"PCYB_144740","PCYB_144740-t26_1","Plasmodium cynomolgi strain B","DF157106:1,670,140..1,671,096(+)","hypothetical protein","PCOAH_00054820","0","55","OG6_103789"
"PCYB_144750","PCYB_144750-t26_1","Plasmodium cynomolgi strain B","DF157106:1,672,077..1,674,743(+)","hypothetical protein","PCOAH_00054810","0","53","OG6_146176"
"PCYB_144760","PCYB_144760-t26_1","Plasmodium cynomolgi strain B","DF157106:1,675,684..1,677,548(+)","hypothetical protein","PCOAH_00054800","0","55","OG6_134710"
"PCYB_144780","PCYB_144780-t26_1","Plasmodium cynomolgi strain B","DF157106:1,683,320..1,684,780(-)","hypothetical protein","PCOAH_00023780,PCOAH_00054780","1","99","OG6_101445"
"PCYB_144790","PCYB_144790-t26_1","Plasmodium cynomolgi strain B","DF157106:1,685,565..1,687,565(-)","hypothetical protein","PCOAH_00054770","0","57","OG6_215361"
"PCYB_144800","PCYB_144800-t26_1","Plasmodium cynomolgi strain B","DF157106:1,690,388..1,692,913(-)","endoplasmin precursor","PCOAH_00000790,PCOAH_00054760","1","113","OG6_100204"
"PCYB_144810","PCYB_144810-t26_1","Plasmodium cynomolgi strain B","DF157106:1,699,551..1,708,761(+)","transcription factor with AP2 domain(s)","PCOAH_00011200","1","55","OG6_101508"
"PCYB_144820","PCYB_144820-t26_1","Plasmodium cynomolgi strain B","DF157106:1,710,539..1,713,129(-)","ATP-binding protein","PCOAH_00054740","0","52","OG6_101395"
"PCYB_144840","PCYB_144840-t26_1","Plasmodium cynomolgi strain B","DF157106:1,746,776..1,747,534(+)","gliding-associated protein","PCOAH_00054720","0","54","OG6_533315"
"PCYB_144850","PCYB_144850-t26_1","Plasmodium cynomolgi strain B","DF157106:1,749,279..1,751,367(-)","hypothetical protein","PCOAH_00054710","0","53","OG6_104732"
"PCYB_144860","PCYB_144860-t26_1","Plasmodium cynomolgi strain B","DF157106:1,752,417..1,753,562(+)","hypothetical protein","PCOAH_00054700","0","55","OG6_533536"
"PCYB_144870","PCYB_144870-t26_1","Plasmodium cynomolgi strain B","DF157106:1,754,089..1,755,169(-)","hypothetical protein","PCOAH_00054690","0","54","OG6_532858"
"PCYB_144880","PCYB_144880-t26_1","Plasmodium cynomolgi strain B","DF157106:1,757,053..1,758,521(-)","cAMP-dependent protein kinase regulatory subunit","PCOAH_00054680","0","65","OG6_100449"
"PCYB_144890","PCYB_144890-t26_1","Plasmodium cynomolgi strain B","DF157106:1,763,489..1,764,676(+)","hypothetical protein","PCOAH_00054670","0","53","OG6_109555"
"PCYB_144900","PCYB_144900-t26_1","Plasmodium cynomolgi strain B","DF157106:1,765,860..1,769,990(-)","DNA GyrAse a-subunit","PCOAH_00054660","0","58","OG6_105177"
"PCYB_144910","PCYB_144910-t26_1","Plasmodium cynomolgi strain B","DF157106:1,771,793..1,775,703(+)","phospholipid-transporting ATPase","PCOAH_00054650","0","58","OG6_101160"
"PCYB_144920","PCYB_144920-t26_1","Plasmodium cynomolgi strain B","DF157106:1,777,837..1,782,163(-)","hypothetical protein","PCOAH_00004220,PCOAH_00021700","2","50","OG6_111912"
"PCYB_144930","PCYB_144930-t26_1","Plasmodium cynomolgi strain B","DF157106:1,794,296..1,798,998(-)","hypothetical protein","PCOAH_00054620","0","49","OG6_533108"
"PCYB_144940","PCYB_144940-t26_1","Plasmodium cynomolgi strain B","DF157106:1,801,482..1,802,598(+)","integral membrane protein conserved","PCOAH_00054610","0","58","OG6_102313"
"PCYB_144950","PCYB_144950-t26_1","Plasmodium cynomolgi strain B","DF157106:1,804,420..1,805,389(+)","mitochondrial carrier protein","PCOAH_00054600","0","60","OG6_108609"
"PCYB_144960","PCYB_144960-t26_1","Plasmodium cynomolgi strain B","DF157106:1,805,906..1,806,682(-)","50S ribosomal protein L24","PCOAH_00036570,PCOAH_00054590","1","112","OG6_101141"
"PCYB_144970","PCYB_144970-t26_1","Plasmodium cynomolgi strain B","DF157106:1,808,085..1,808,719(+)","GTP cyclohydrolase I","PCOAH_00050430","1","55","OG6_101685"
"PCYB_144980","PCYB_144980-t26_1","Plasmodium cynomolgi strain B","DF157106:1,810,308..1,811,835(-)","hypothetical protein","PCOAH_00054570","0","57","OG6_127994"
"PCYB_144990","PCYB_144990-t26_1","Plasmodium cynomolgi strain B","DF157106:1,815,755..1,818,300(+)","hypothetical protein","PCOAH_00054560","1","54","OG6_533219"
"PCYB_145000","PCYB_145000-t26_1","Plasmodium cynomolgi strain B","DF157106:1,824,458..1,827,108(+)","polyadenylate-binding protein","PCOAH_00027280,PCOAH_00054540","0","56","OG6_100425"
"PCYB_145010","PCYB_145010-t26_1","Plasmodium cynomolgi strain B","DF157106:1,829,967..1,831,042(+)","hypothetical protein","PCOAH_00054530","0","54","OG6_532397"
"PCYB_145020","PCYB_145020-t26_1","Plasmodium cynomolgi strain B","DF157106:1,832,576..1,833,929(+)","chromatin assembly protein","PCOAH_00054520","0","55","OG6_101293"
"PCYB_145030","PCYB_145030-t26_1","Plasmodium cynomolgi strain B","DF157106:1,836,039..1,837,671(-)","cytochrome c heme lyase","PCOAH_00006640,PCOAH_00054510","1","108","OG6_101849"
"PCYB_145050","PCYB_145050-t26_1","Plasmodium cynomolgi strain B","DF157106:1,844,642..1,845,619(+)","hypothetical protein","PCOAH_00054490","0","55","OG6_139467"
"PCYB_145060","PCYB_145060-t26_1","Plasmodium cynomolgi strain B","DF157106:1,846,280..1,846,556(-)","pre-mRNA branch site protein p14","PCOAH_00054480","0","55","OG6_102600"
"PCYB_145070","PCYB_145070-t26_1","Plasmodium cynomolgi strain B","DF157106:1,850,815..1,853,648(-)","hypothetical protein","PCOAH_00054470","0","44","OG6_532542"
"PCYB_145080","PCYB_145080-t26_1","Plasmodium cynomolgi strain B","DF157106:1,854,521..1,859,472(+)","isoleucyl-tRNA synthetase","PCOAH_00054320","0","53","OG6_101646"
"PCYB_145100","PCYB_145100-t26_1","Plasmodium cynomolgi strain B","DF157106:1,866,693..1,867,706(+)","hypothetical protein","PCOAH_00054300","0","47","OG6_102991"
"PCYB_145120","PCYB_145120-t26_1","Plasmodium cynomolgi strain B","DF157106:1,870,155..1,872,016(+)","ribosome biogenesis protein","PCOAH_00029840","0","13","OG6_107423"
"PCYB_145130","PCYB_145130-t26_1","Plasmodium cynomolgi strain B","DF157106:1,872,392..1,875,548(-)","hypothetical protein","PCOAH_00054270","0","55","OG6_532654"
"PCYB_145140","PCYB_145140-t26_1","Plasmodium cynomolgi strain B","DF157106:1,877,268..1,880,920(-)","hypothetical protein","PCOAH_00054260","0","54","OG6_102134"
"PCYB_145150","PCYB_145150-t26_1","Plasmodium cynomolgi strain B","DF157106:1,883,305..1,886,964(+)","ubiquitin-activating enzyme e1","PCOAH_00054250","0","56","OG6_100444"
"PCYB_145160","PCYB_145160-t26_1","Plasmodium cynomolgi strain B","DF157106:1,887,673..1,889,460(-)","hypothetical protein","PCOAH_00054240","0","55","OG6_532437"
"PCYB_145170","PCYB_145170-t26_1","Plasmodium cynomolgi strain B","DF157106:1,890,761..1,893,632(-)","hypothetical protein","PCOAH_00054230","0","58","OG6_153771"
"PCYB_145180","PCYB_145180-t26_1","Plasmodium cynomolgi strain B","DF157106:1,896,438..1,897,130(+)","hydrolase","PCOAH_00013700,PCOAH_00054200,PCOAH_00054220","2","219","OG6_101515"
"PCYB_145200","PCYB_145200-t26_1","Plasmodium cynomolgi strain B","DF157106:1,905,676..1,906,557(+)","hydrolase","PCOAH_00013700,PCOAH_00054200,PCOAH_00054220","2","219","OG6_101515"
"PCYB_145210","PCYB_145210-t26_1","Plasmodium cynomolgi strain B","DF157106:1,907,577..1,910,823(-)","hypothetical protein","PCOAH_00054190","0","55","OG6_136524"
"PCYB_145220","PCYB_145220-t26_1","Plasmodium cynomolgi strain B","DF157106:1,911,978..1,915,409(+)","RAP protein","PCOAH_00054180","0","58","OG6_130931"
"PCYB_145230","PCYB_145230-t26_1","Plasmodium cynomolgi strain B","DF157106:1,915,954..1,917,050(-)","proliferating cell nuclear antigen","PCOAH_00054170","0","55","OG6_137674"
"PCYB_145240","PCYB_145240-t26_1","Plasmodium cynomolgi strain B","DF157106:1,920,697..1,921,980(+)","WD domain G-beta repeat domain containing protein","PCOAH_00054160","0","55","OG6_102033"
"PCYB_145250","PCYB_145250-t26_1","Plasmodium cynomolgi strain B","DF157106:1,923,873..1,925,976(+)","hypothetical protein","PCOAH_00054150","0","54","OG6_104644"
"PCYB_145260","PCYB_145260-t26_1","Plasmodium cynomolgi strain B","DF157106:1,927,709..1,928,831(-)","hypothetical protein","PCOAH_00054140","0","55","OG6_533085"
"PCYB_145270","PCYB_145270-t26_1","Plasmodium cynomolgi strain B","DF157106:1,931,042..1,932,018(-)","hypothetical protein","PCOAH_00054130","0","54","OG6_533409"
"PCYB_145280","PCYB_145280-t26_1","Plasmodium cynomolgi strain B","DF157106:1,933,052..1,935,243(-)","ATP-dependent RNA helicase","PCOAH_00046590,PCOAH_00054120","1","82","OG6_100364"
"PCYB_145290","PCYB_145290-t26_1","Plasmodium cynomolgi strain B","DF157106:1,937,777..1,943,484(+)","ion transport protein","PCOAH_00054110","0","53","OG6_122873"
"PCYB_145300","PCYB_145300-t26_1","Plasmodium cynomolgi strain B","DF157106:1,944,311..1,947,435(+)","hypothetical protein","PCOAH_00054100","0","44","OG6_533143"
"PCYB_145340","PCYB_145340-t26_1","Plasmodium cynomolgi strain B","DF157106:1,966,240..1,969,165(-)","hypothetical protein","PCOAH_00054060","0","56","OG6_134707"
"PCYB_145350","PCYB_145350-t26_1","Plasmodium cynomolgi strain B","DF157106:1,971,792..1,975,235(-)","histone acetyltransferase","PCOAH_00054050","0","55","OG6_100741"
"PCYB_145360","PCYB_145360-t26_1","Plasmodium cynomolgi strain B","DF157106:1,976,480..1,977,919(+)","RNA pseudouridylate synthase","PCOAH_00009760,PCOAH_00053990,PCOAH_00054040","2","156","OG6_102367"
"PCYB_145380","PCYB_145380-t26_1","Plasmodium cynomolgi strain B","DF157106:1,979,282..1,981,042(-)","leucine-rich repeat protein","PCOAH_00054030","0","55","OG6_104522"
"PCYB_145390","PCYB_145390-t26_1","Plasmodium cynomolgi strain B","DF157106:1,981,641..1,983,925(+)","hypothetical protein","PCOAH_00054020","0","54","OG6_532916"
"PCYB_145400","PCYB_145400-t26_1","Plasmodium cynomolgi strain B","DF157106:1,986,132..1,989,472(+)","NIMA-related protein kinase","PCOAH_00054010","0","55","OG6_104455"
"PCYB_145410","PCYB_145410-t26_1","Plasmodium cynomolgi strain B","DF157106:1,992,255..1,995,505(+)","hypothetical protein","PCOAH_00054000","0","46","OG6_533475"
"PCYB_145420","PCYB_145420-t26_1","Plasmodium cynomolgi strain B","DF157106:1,996,229..1,998,004(+)","hypothetical protein","PCOAH_00009760,PCOAH_00053990,PCOAH_00054040","2","156","OG6_102367"
"PCYB_145430","PCYB_145430-t26_1","Plasmodium cynomolgi strain B","DF157106:1,999,472..2,001,928(-)","merozoite surface protein-9 precursor","PCOAH_00009800","2","25","OG6_138416"
"PCYB_145440","PCYB_145440-t26_1","Plasmodium cynomolgi strain B","DF157106:2,006,546..2,009,444(+)","hypothetical protein","PCOAH_00053970","0","56","OG6_159024"
"PCYB_145460","PCYB_145460-t26_1","Plasmodium cynomolgi strain B","DF157106:2,020,854..2,026,554(-)","hypothetical protein","PCOAH_00053950","0","53","OG6_146151"
"PCYB_145470","PCYB_145470-t26_1","Plasmodium cynomolgi strain B","DF157106:2,027,460..2,032,394(+)","hypothetical protein","PCOAH_00053940","1","56","OG6_532687"
"PCYB_145480","PCYB_145480-t26_1","Plasmodium cynomolgi strain B","DF157106:2,033,130..2,039,393(-)","multidrug resistance associated protein","PCOAH_00053930","2","101","OG6_100026"
"PCYB_145490","PCYB_145490-t26_1","Plasmodium cynomolgi strain B","DF157106:2,044,189..2,047,104(+)","hypothetical protein","PCOAH_00053920","0","9","OG6r11_106640"
"PCYB_145500","PCYB_145500-t26_1","Plasmodium cynomolgi strain B","DF157106:2,048,475..2,049,187(+)","macrophage migration inhibitory factor","PCOAH_00053910","0","55","OG6_104199"
"PCYB_145510","PCYB_145510-t26_1","Plasmodium cynomolgi strain B","DF157106:2,051,594..2,053,141(+)","T-complex protein 1 gamma subunit","PCOAH_00021460,PCOAH_00053900","1","109","OG6_100235"
"PCYB_145520","PCYB_145520-t26_1","Plasmodium cynomolgi strain B","DF157106:2,053,733..2,056,753(-)","hypothetical protein","PCOAH_00053890","0","41","OG6_533433"
"PCYB_145540","PCYB_145540-t26_1","Plasmodium cynomolgi strain B","DF157106:2,062,128..2,068,201(-)","myosin D","PCOAH_00053870","0","52","OG6_533737"
"PCYB_145550","PCYB_145550-t26_1","Plasmodium cynomolgi strain B","DF157106:2,070,036..2,076,632(-)","hypothetical protein","PCOAH_00053860","0","61","OG6_103795"
"PCYB_145560","PCYB_145560-t26_1","Plasmodium cynomolgi strain B","DF157106:2,076,932..2,084,493(+)","hypothetical protein","PCOAH_00053850","0","30","OG6_533759"
"PCYB_145570","PCYB_145570-t26_1","Plasmodium cynomolgi strain B","DF157106:2,085,349..2,085,991(-)","hypothetical protein","PCOAH_00053840","0","56","OG6_215362"
"PCYB_145580","PCYB_145580-t26_1","Plasmodium cynomolgi strain B","DF157106:2,088,255..2,091,109(+)","SPX d0main containing protein","PCOAH_00053830","0","54","OG6_107280"
"PCYB_145590","PCYB_145590-t26_1","Plasmodium cynomolgi strain B","DF157106:2,091,217..2,091,934(-)","hypothetical protein","PCOAH_00053820","0","55","OG6_215363"
"PCYB_145600","PCYB_145600-t26_1","Plasmodium cynomolgi strain B","DF157106:2,094,047..2,095,705(-)","heat shock protein hslv","PCOAH_00053810","0","55","OG6_107204"
"PCYB_145610","PCYB_145610-t26_1","Plasmodium cynomolgi strain B","DF157106:2,096,490..2,097,794(-)","hypothetical protein","PCOAH_00053800","0","55","OG6_103008"
"PCYB_145620","PCYB_145620-t26_1","Plasmodium cynomolgi strain B","DF157106:2,099,020..2,100,359(+)","sun-family protein","PCOAH_00026320,PCOAH_00053790","1","107","OG6_100487"
"PCYB_145630","PCYB_145630-t26_1","Plasmodium cynomolgi strain B","DF157106:2,101,920..2,103,424(+)","WD domain G-beta repeat domain containing protein","PCOAH_00053780","0","55","OG6_101941"
"PCYB_145640","PCYB_145640-t26_1","Plasmodium cynomolgi strain B","DF157106:2,106,041..2,108,159(+)","negative elongation factor E","PCOAH_00053770","0","52","OG6_105437"
"PCYB_145650","PCYB_145650-t26_1","Plasmodium cynomolgi strain B","DF157106:2,109,340..2,112,107(+)","protease","PCOAH_00053760","0","52","OG6_101068"
"PCYB_145670","PCYB_145670-t26_1","Plasmodium cynomolgi strain B","DF157106:2,119,092..2,120,345(+)","small GTPase Rab2","PCOAH_00053740","0","55","OG6_101535"
"PCYB_145680","PCYB_145680-t26_1","Plasmodium cynomolgi strain B","DF157106:2,120,988..2,122,447(-)","hypothetical protein","PCOAH_00053730","0","55","OG6_532436"
"PCYB_145690","PCYB_145690-t26_1","Plasmodium cynomolgi strain B","DF157106:2,132,183..2,133,018(-)","hypothetical protein","PCOAH_00053720","0","55","OG6_103131"
"PCYB_145700","PCYB_145700-t26_1","Plasmodium cynomolgi strain B","DF157106:2,135,648..2,142,169(-)","amino acid transporter","PCOAH_00007120,PCOAH_00053710","1","108","OG6_109770"
"PCYB_145710","PCYB_145710-t26_1","Plasmodium cynomolgi strain B","DF157106:2,144,642..2,145,070(+)","DIM1 protein homolog","PCOAH_00053700","0","55","OG6_102797"
"PCYB_145730","PCYB_145730-t26_1","Plasmodium cynomolgi strain B","DF157106:2,151,980..2,152,500(-)","hypothetical protein","PCOAH_00036690,PCOAH_00036780,PCOAH_00053680","0","51","OG6_179347"
"PCYB_145750","PCYB_145750-t26_1","Plasmodium cynomolgi strain B","DF157106:2,171,780..2,175,085(+)","hypothetical protein","PCOAH_00053590","0","51","OG6_533233"
"PCYB_145760","PCYB_145760-t26_1","Plasmodium cynomolgi strain B","DF157106:2,175,486..2,177,306(-)","phenylalanyl-tRNA synthetase alpha chain","PCOAH_00053580","0","56","OG6_532534"
"PCYB_145770","PCYB_145770-t26_1","Plasmodium cynomolgi strain B","DF157106:2,180,054..2,181,025(-)","chaperonin CPN60 mitochondrial precursor","PCOAH_00053570","0","57","OG6_130266"
"PCYB_145780","PCYB_145780-t26_1","Plasmodium cynomolgi strain B","DF157106:2,183,679..2,185,146(+)","dihydrolipoamide dehydrogenase family protein","PCOAH_00011500,PCOAH_00053560","1","109","OG6_100523"
"PCYB_145790","PCYB_145790-t26_1","Plasmodium cynomolgi strain B","DF157106:2,186,451..2,187,486(+)","cytochrome b5","PCOAH_00053550","0","54","OG6_100589"
"PCYB_145800","PCYB_145800-t26_1","Plasmodium cynomolgi strain B","DF157106:2,187,755..2,188,870(-)","hypothetical protein","PCOAH_00053540","0","53","OG6_103127"
"PCYB_145810","PCYB_145810-t26_1","Plasmodium cynomolgi strain B","DF157106:2,192,537..2,193,199(-)","F-box domain containing protein","PCOAH_00053530","0","54","OG6_532380"
"PCYB_145820","PCYB_145820-t26_1","Plasmodium cynomolgi strain B","DF157106:2,196,597..2,197,571(+)","hypothetical protein","PCOAH_00053520","0","54","OG6_532995"
"PCYB_145830","PCYB_145830-t26_1","Plasmodium cynomolgi strain B","DF157106:2,198,596..2,199,758(+)","hypothetical protein","PCOAH_00053510","1","55","OG6_121865"
"PCYB_145840","PCYB_145840-t26_1","Plasmodium cynomolgi strain B","DF157106:2,200,677..2,204,234(+)","hypothetical protein","PCOAH_00053510","1","55","OG6_121865"
"PCYB_145860","PCYB_145860-t26_1","Plasmodium cynomolgi strain B","DF157106:2,205,506..2,208,574(-)","hypothetical protein","PCOAH_00021910,PCOAH_00053500","1","108","OG6_101058"
"PCYB_145870","PCYB_145870-t26_1","Plasmodium cynomolgi strain B","DF157106:2,209,362..2,211,676(-)","elongation factor g mitochindrial precursor","PCOAH_00053490","0","55","OG6_100770"
"PCYB_145880","PCYB_145880-t26_1","Plasmodium cynomolgi strain B","DF157106:2,213,251..2,213,733(+)","hypothetical protein","PCOAH_00053480","0","54","OG6_101764"
"PCYB_145890","PCYB_145890-t26_1","Plasmodium cynomolgi strain B","DF157106:2,215,002..2,220,789(-)","hypothetical protein","PCOAH_00053470","0","5","OG6r11_113195"
"PCYB_145910","PCYB_145910-t26_1","Plasmodium cynomolgi strain B","DF157106:2,230,905..2,234,047(+)","hypothetical protein","PCOAH_00053460","0","55","OG6_122551"
"PCYB_145920","PCYB_145920-t26_1","Plasmodium cynomolgi strain B","DF157106:2,234,579..2,237,110(-)","hypothetical protein","PCOAH_00053450","0","54","OG6_533043"
"PCYB_145940","PCYB_145940-t26_1","Plasmodium cynomolgi strain B","DF157106:2,255,516..2,257,240(+)","hypothetical protein","PCOAH_00053430","0","53","OG6_533033"
"PCYB_145950","PCYB_145950-t26_1","Plasmodium cynomolgi strain B","DF157106:2,257,333..2,258,493(-)","hypothetical protein","PCOAH_00053420","0","55","OG6_149557"
"PCYB_145960","PCYB_145960-t26_1","Plasmodium cynomolgi strain B","DF157106:2,260,114..2,264,159(+)","Ulp1 protease family C-terminal catalytic domain containing protein","PCOAH_00015180,PCOAH_00053410","0","55","OG6_101235"
"PCYB_145970","PCYB_145970-t26_1","Plasmodium cynomolgi strain B","DF157106:2,265,217..2,266,398(-)","hypothetical protein","PCOAH_00053400","0","55","OG6_149558"
"PCYB_145990","PCYB_145990-t26_1","Plasmodium cynomolgi strain B","DF157106:2,280,392..2,286,292(+)","hypothetical protein","PCOAH_00053380","0","46","OG6_107319"
"PCYB_146000","PCYB_146000-t26_1","Plasmodium cynomolgi strain B","DF157106:2,286,934..2,288,483(-)","DNA polymerase alpha/epsilon subunit B","PCOAH_00053370","0","60","OG6_102104"
"PCYB_146010","PCYB_146010-t26_1","Plasmodium cynomolgi strain B","DF157106:2,290,410..2,292,263(-)","hypothetical protein","PCOAH_00053360","0","55","OG6_127652"
"PCYB_146020","PCYB_146020-t26_1","Plasmodium cynomolgi strain B","DF157106:2,293,242..2,296,957(-)","hypothetical protein","PCOAH_00014500,PCOAH_00053340","2","108","OG6_124661"
"PCYB_146030","PCYB_146030-t26_1","Plasmodium cynomolgi strain B","DF157106:2,297,350..2,297,956(-)","hypothetical protein","PCOAH_00014500,PCOAH_00053340","2","108","OG6_124661"
"PCYB_146040","PCYB_146040-t26_1","Plasmodium cynomolgi strain B","DF157106:2,298,702..2,301,821(-)","hypothetical protein","PCOAH_00053330","0","55","OG6_139488"
"PCYB_146050","PCYB_146050-t26_1","Plasmodium cynomolgi strain B","DF157106:2,304,665..2,309,175(+)","splicing factor 3B subunit 3","PCOAH_00053320","0","56","OG6_102496"
"PCYB_146060","PCYB_146060-t26_1","Plasmodium cynomolgi strain B","DF157106:2,310,524..2,311,421(+)","CHCH domain containing protein","PCOAH_00053310","0","55","OG6_109693"
"PCYB_146070","PCYB_146070-t26_1","Plasmodium cynomolgi strain B","DF157106:2,312,324..2,314,062(+)","hypothetical protein","PCOAH_00053300","0","54","OG6_104875"
"PCYB_146080","PCYB_146080-t26_1","Plasmodium cynomolgi strain B","DF157106:2,314,408..2,315,721(-)","hypothetical protein","PCOAH_00053290","0","53","OG6_174454"
"PCYB_146090","PCYB_146090-t26_1","Plasmodium cynomolgi strain B","DF157106:2,316,868..2,320,332(-)","vacuolar-type H+ pumping pyrophosphatase","PCOAH_00045470,PCOAH_00053180","1","110","OG6_102049"
"PCYB_146100","PCYB_146100-t26_1","Plasmodium cynomolgi strain B","DF157106:2,323,390..2,328,021(+)","hypothetical protein","PCOAH_00053170","0","55","OG6_102042"
"PCYB_146110","PCYB_146110-t26_1","Plasmodium cynomolgi strain B","DF157106:2,329,054..2,332,793(-)","tetQ family GTPase","PCOAH_00053160","0","52","OG6_532693"
"PCYB_146120","PCYB_146120-t26_1","Plasmodium cynomolgi strain B","DF157106:2,335,218..2,336,087(+)","methyltransferase","PCOAH_00053150","0","55","OG6_104881"
"PCYB_146130","PCYB_146130-t26_1","Plasmodium cynomolgi strain B","DF157106:2,338,475..2,339,698(+)","serine hydroxymethyltransferase","PCOAH_00053140","0","55","OG6_100262"
"PCYB_146140","PCYB_146140-t26_1","Plasmodium cynomolgi strain B","DF157106:2,341,457..2,342,992(+)","ATP synthase beta chain mitochondrial precursor","PCOAH_00053130","0","55","OG6_100608"
"PCYB_146150","PCYB_146150-t26_1","Plasmodium cynomolgi strain B","DF157106:2,344,374..2,351,893(-)","hypothetical protein","PCOAH_00053120","0","54","OG6_104363"
"PCYB_146160","PCYB_146160-t26_1","Plasmodium cynomolgi strain B","DF157106:2,353,143..2,357,037(-)","hypothetical protein","PCOAH_00053110","1","42","OG6_102092"
"PCYB_146190","PCYB_146190-t26_1","Plasmodium cynomolgi strain B","DF157106:2,365,550..2,368,565(-)","hypothetical protein","PCOAH_00053080","0","56","OG6_155959"
"PCYB_146200","PCYB_146200-t26_1","Plasmodium cynomolgi strain B","DF157106:2,370,142..2,371,347(+)","hypothetical protein","PCOAH_00053070","0","52","OG6_104092"
"PCYB_146210","PCYB_146210-t26_1","Plasmodium cynomolgi strain B","DF157106:2,373,697..2,374,767(+)","hypothetical protein","PCOAH_00053060","0","53","OG6_195678"
"PCYB_146220","PCYB_146220-t26_1","Plasmodium cynomolgi strain B","DF157106:2,375,442..2,376,284(-)","hypothetical protein","PCOAH_00053050","0","54","OG6_533179"
"PCYB_146230","PCYB_146230-t26_1","Plasmodium cynomolgi strain B","DF157106:2,378,302..2,379,106(-)","p25-alpha domain containing protein","PCOAH_00053040","0","55","OG6_102553"
"PCYB_146240","PCYB_146240-t26_1","Plasmodium cynomolgi strain B","DF157106:2,381,079..2,382,656(-)","S-adenosyl-methyltransferase mraW","PCOAH_00053030","0","55","OG6_101712"
"PCYB_146250","PCYB_146250-t26_1","Plasmodium cynomolgi strain B","DF157106:2,383,470..2,385,410(+)","isoprenylcysteine carboxyl methyltransferase","PCOAH_00053020","0","53","OG6_101638"
"PCYB_146260","PCYB_146260-t26_1","Plasmodium cynomolgi strain B","DF157106:2,385,946..2,387,380(-)","hypothetical protein","PCOAH_00053010","0","55","OG6_106694"
